,Seller ID,Seller Name,"City, State",Brands Offered,Product Categories,Average Rating,Number of Reviews,Total Sales,Average Order Value (₹),Response Time (hrs)
287,S929,Seller S929,"Bengaluru, Karnataka","['Prestige', 'Mysore Silk Sarees', 'Havells']","['Kitchenware', 'Mobiles', 'Home Decor', 'Electronics', 'Clothing']",4.8,10.1,17.7,4075,11
288,S908,Seller S908,"Srinagar, J&K",['Prestige'],"['Electronics', 'Ethnic Wear', 'Bakeware', 'Clothing']",4.0,12.4,5.5,1465,8
289,S537,Seller S537,"Delhi, NCR","['Lava Mobiles', 'Pigeon', 'Kanchipuram Saris', 'boAt', 'Zebronics']","['Accessories', 'Appliances']",4.8,11.3,46.3,3064,1
290,S317,Seller S317,"Mumbai, Maharashtra","['Usha', 'Flipkart (in-house)', 'Lava Mobiles', 'Havells']","['Appliances', 'Home Decor']",4.7,1.1,34.4,3099,19
291,S708,Seller S708,"Srinagar, J&K","['Havells', 'Zebronics', 'Manyavar', 'Kanchipuram Saris']","['Mobiles', 'Accessories', 'Home Decor']",4.1,11.1,39.8,1728,18
292,S409,Seller S409,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Zebronics', 'Bajaj', 'Prestige']",['Mobiles'],4.6,4.8,38.5,3238,15
293,S951,Seller S951,"Mumbai, Maharashtra","['Kanchipuram Saris', 'Flipkart (in-house)', 'Mysore Silk Sarees']",['Mobiles'],4.3,21.1,8.4,3567,17
294,S737,Seller S737,"Chennai, Tamil Nadu","['Bajaj', 'Prestige', 'boAt']",['Appliances'],4.2,16.2,37.2,3740,6
295,S535,Seller S535,"Mumbai, Maharashtra",['Lava Mobiles'],"['Accessories', 'Appliances', 'Electronics']",4.3,9.1,11.7,3100,5
296,S259,Seller S259,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Manyavar', 'Zebronics', 'boAt', 'Pigeon', 'Lava Mobiles']","['Home Decor', 'Ethnic Wear', 'Appliances', 'Bakeware', 'Accessories']",4.3,17.2,42.9,2224,15
297,S337,Seller S337,"Mumbai, Maharashtra","['Havells', 'Mysore Silk Sarees']",['Clothing'],4.3,13.4,20.7,4425,18
298,S106,Seller S106,"Srinagar, J&K","['Lava Mobiles', 'Bajaj', 'Manyavar', 'Usha', 'Pigeon', 'boAt']","['Kitchenware', 'Ethnic Wear']",4.3,23.4,32.2,4176,23
299,S300,Seller S300,"Bengaluru, Karnataka","['Lava Mobiles', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Havells', 'Usha']","['Handicrafts', 'Clothing', 'Accessories', 'Kitchenware']",4.7,19.7,32.3,2457,16
300,S881,Seller S881,"Bengaluru, Karnataka","['Prestige', 'Flipkart (in-house)']","['Accessories', 'Mobiles', 'Handicrafts']",4.1,22.3,4.9,1994,16
301,S805,Seller S805,"Srinagar, J&K","['Havells', 'Manyavar', 'Pigeon', 'Lava Mobiles']","['Bakeware', 'Clothing', 'Accessories', 'Handicrafts']",4.0,19.1,47.8,4465,6
302,S882,Seller S882,"Srinagar, J&K","['Kanchipuram Saris', 'Manyavar', 'boAt', 'Pigeon', 'Flipkart (in-house)']","['Kitchenware', 'Bakeware', 'Clothing', 'Electronics']",4.7,2.9,48.7,3027,14
303,S634,Seller S634,"Chennai, Tamil Nadu","['Pigeon', 'Mysore Silk Sarees', 'Prestige', 'Zebronics']","['Mobiles', 'Electronics', 'Bakeware', 'Ethnic Wear']",4.7,7.1,21.1,4637,18
304,S597,Seller S597,"Bengaluru, Karnataka","['Kanchipuram Saris', 'boAt', 'Pigeon', 'Havells', 'Flipkart (in-house)', 'Prestige']",['Electronics'],4.0,4.6,26.4,4867,6
305,S303,Seller S303,"Srinagar, J&K","['Usha', 'Manyavar']","['Clothing', 'Kitchenware', 'Electronics', 'Ethnic Wear']",4.5,3.9,32.8,2723,20
306,S121,Seller S121,"Delhi, NCR","['Bajaj', 'Lava Mobiles', 'Pigeon']","['Mobiles', 'Ethnic Wear', 'Bakeware']",4.8,1.0,38.7,3723,11
307,S788,Seller S788,"Chennai, Tamil Nadu",['Manyavar'],"['Clothing', 'Appliances']",4.2,20.3,11.1,3864,3
308,S846,Seller S846,"Mumbai, Maharashtra","['Havells', 'Lava Mobiles', 'Pigeon', 'boAt', 'Prestige']","['Handicrafts', 'Kitchenware', 'Clothing', 'Home Decor']",4.5,18.5,35.6,3861,2
309,S733,Seller S733,"Bengaluru, Karnataka","['Havells', 'Flipkart (in-house)', 'Prestige', 'Kanchipuram Saris', 'Zebronics', 'boAt']","['Kitchenware', 'Appliances', 'Bakeware', 'Clothing']",4.2,3.0,36.9,4338,13
310,S193,Seller S193,"Bengaluru, Karnataka","['Lava Mobiles', 'Havells', 'Prestige', 'Kanchipuram Saris', 'Manyavar']","['Accessories', 'Appliances', 'Bakeware', 'Ethnic Wear', 'Home Decor']",4.8,6.3,5.1,4147,15
311,S376,Seller S376,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Manyavar', 'Havells', 'Kanchipuram Saris']","['Clothing', 'Ethnic Wear', 'Home Decor', 'Appliances', 'Electronics']",4.7,9.7,8.5,1184,24
312,S240,Seller S240,"Bengaluru, Karnataka","['Usha', 'Flipkart (in-house)', 'Prestige']","['Electronics', 'Home Decor']",4.8,10.7,32.1,2409,23
313,S152,Seller S152,"Srinagar, J&K","['Manyavar', 'Mysore Silk Sarees', 'boAt', 'Bajaj', 'Prestige', 'Flipkart (in-house)']","['Ethnic Wear', 'Accessories', 'Bakeware', 'Clothing']",4.6,3.0,1.9,4445,20
314,S880,Seller S880,"Mumbai, Maharashtra","['Havells', 'Bajaj', 'Lava Mobiles', 'boAt', 'Kanchipuram Saris', 'Zebronics']","['Mobiles', 'Accessories', 'Handicrafts', 'Home Decor']",4.5,7.6,40.5,1651,18
315,S518,Seller S518,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Zebronics', 'Pigeon', 'Prestige']","['Clothing', 'Kitchenware', 'Accessories', 'Home Decor']",5.0,1.2,26.2,2015,14
316,S558,Seller S558,"Delhi, NCR","['Manyavar', 'Havells', 'Kanchipuram Saris', 'Prestige', 'Pigeon']","['Clothing', 'Ethnic Wear', 'Bakeware', 'Accessories', 'Home Decor']",4.7,16.2,33.3,1300,22
317,S910,Seller S910,"Bengaluru, Karnataka","['Usha', 'Mysore Silk Sarees', 'Pigeon', 'Havells', 'Lava Mobiles']","['Ethnic Wear', 'Home Decor', 'Clothing', 'Handicrafts']",4.2,14.1,37.1,1823,7
318,S634,Seller S634,"Chennai, Tamil Nadu","['Havells', 'Bajaj']","['Ethnic Wear', 'Appliances', 'Bakeware', 'Electronics', 'Clothing']",4.3,17.1,1.3,4135,2
319,S101,Seller S101,"Bengaluru, Karnataka","['Havells', 'Usha', 'Zebronics', 'Lava Mobiles']","['Mobiles', 'Bakeware', 'Home Decor', 'Appliances', 'Ethnic Wear']",4.7,23.1,33.4,3213,22
320,S578,Seller S578,"Chennai, Tamil Nadu","['Prestige', 'Pigeon']","['Appliances', 'Home Decor']",4.1,20.0,39.1,1153,4
321,S691,Seller S691,"Bengaluru, Karnataka",['boAt'],"['Mobiles', 'Bakeware']",4.3,15.9,26.2,2094,14
322,S524,Seller S524,"Delhi, NCR","['Manyavar', 'Lava Mobiles', 'Bajaj', 'Pigeon', 'Mysore Silk Sarees', 'Flipkart (in-house)']",['Bakeware'],4.5,14.0,6.4,3703,24
323,S160,Seller S160,"Delhi, NCR",['Pigeon'],"['Mobiles', 'Bakeware', 'Electronics', 'Ethnic Wear', 'Kitchenware']",4.2,0.7,24.1,2913,24
324,S530,Seller S530,"Bengaluru, Karnataka","['Zebronics', 'Mysore Silk Sarees']","['Accessories', 'Appliances', 'Electronics', 'Kitchenware', 'Ethnic Wear']",4.2,12.1,34.2,1909,12
325,S300,Seller S300,"Bengaluru, Karnataka","['Usha', 'boAt', 'Manyavar', 'Zebronics', 'Bajaj', 'Prestige']","['Home Decor', 'Ethnic Wear', 'Bakeware']",4.9,8.6,11.9,3685,18
326,S189,Seller S189,"Delhi, NCR","['Havells', 'Bajaj', 'Prestige', 'Flipkart (in-house)']","['Ethnic Wear', 'Mobiles', 'Kitchenware', 'Appliances', 'Clothing']",4.7,12.3,26.2,4525,7
327,S736,Seller S736,"Srinagar, J&K","['boAt', 'Zebronics', 'Kanchipuram Saris', 'Pigeon', 'Usha', 'Lava Mobiles']","['Bakeware', 'Ethnic Wear', 'Home Decor']",4.1,15.9,16.4,1365,24
328,S866,Seller S866,"Mumbai, Maharashtra",['Pigeon'],"['Ethnic Wear', 'Mobiles', 'Electronics']",4.0,3.7,33.7,4198,20
329,S453,Seller S453,"Srinagar, J&K","['Mysore Silk Sarees', 'Pigeon', 'Lava Mobiles', 'Kanchipuram Saris', 'Prestige']",['Ethnic Wear'],4.8,14.0,33.6,1610,22
330,S851,Seller S851,"Chennai, Tamil Nadu","['Manyavar', 'boAt', 'Prestige']",['Ethnic Wear'],4.2,15.3,30.8,3725,8
331,S903,Seller S903,"Srinagar, J&K","['Usha', 'Flipkart (in-house)']","['Accessories', 'Mobiles', 'Electronics', 'Appliances']",4.2,6.2,36.1,2088,13
332,S358,Seller S358,"Bengaluru, Karnataka","['Prestige', 'Flipkart (in-house)', 'Lava Mobiles', 'Kanchipuram Saris', 'boAt']","['Clothing', 'Electronics']",5.0,14.1,15.3,1965,4
333,S148,Seller S148,"Chennai, Tamil Nadu","['Usha', 'Kanchipuram Saris', 'Prestige']","['Handicrafts', 'Appliances']",4.1,11.8,30.7,1318,7
334,S729,Seller S729,"Chennai, Tamil Nadu","['Usha', 'Havells', 'Lava Mobiles', 'Zebronics', 'Mysore Silk Sarees']",['Electronics'],4.9,21.9,33.3,4518,18
335,S930,Seller S930,"Srinagar, J&K","['Pigeon', 'Flipkart (in-house)']","['Home Decor', 'Clothing']",4.5,21.3,30.5,1168,24
336,S129,Seller S129,"Mumbai, Maharashtra","['boAt', 'Prestige', 'Zebronics', 'Flipkart (in-house)', 'Mysore Silk Sarees']",['Accessories'],4.4,22.6,15.2,3791,16
337,S112,Seller S112,"Delhi, NCR",['Havells'],"['Home Decor', 'Bakeware', 'Clothing', 'Appliances', 'Mobiles']",4.2,16.1,46.1,3199,5
338,S343,Seller S343,"Bengaluru, Karnataka","['Manyavar', 'Prestige', 'boAt', 'Flipkart (in-house)', 'Mysore Silk Sarees', 'Kanchipuram Saris']","['Ethnic Wear', 'Home Decor', 'Accessories']",4.7,6.8,16.1,4372,12
339,S531,Seller S531,"Mumbai, Maharashtra","['Kanchipuram Saris', 'Pigeon', 'Zebronics', 'Bajaj', 'Havells', 'Flipkart (in-house)']","['Accessories', 'Kitchenware']",4.5,10.9,45.3,2515,2
340,S710,Seller S710,"Srinagar, J&K","['Zebronics', 'Lava Mobiles', 'Bajaj']","['Electronics', 'Ethnic Wear', 'Bakeware', 'Appliances', 'Accessories']",4.5,11.0,23.0,1484,16
341,S694,Seller S694,"Bengaluru, Karnataka","['boAt', 'Flipkart (in-house)', 'Lava Mobiles']","['Mobiles', 'Kitchenware']",4.1,10.8,10.5,1823,6
342,S635,Seller S635,"Mumbai, Maharashtra","['boAt', 'Zebronics', 'Manyavar', 'Flipkart (in-house)']","['Home Decor', 'Appliances']",4.4,7.3,24.5,2067,1
343,S860,Seller S860,"Mumbai, Maharashtra",['Havells'],"['Mobiles', 'Ethnic Wear', 'Bakeware', 'Accessories']",4.1,20.6,17.3,3522,18
344,S941,Seller S941,"Mumbai, Maharashtra","['boAt', 'Mysore Silk Sarees', 'Havells', 'Manyavar', 'Lava Mobiles', 'Pigeon']","['Handicrafts', 'Accessories', 'Mobiles', 'Ethnic Wear']",4.9,14.3,8.5,3222,17
345,S817,Seller S817,"Delhi, NCR","['Mysore Silk Sarees', 'Kanchipuram Saris']","['Accessories', 'Kitchenware', 'Handicrafts', 'Clothing', 'Electronics']",4.7,15.4,45.9,2300,11
346,S261,Seller S261,"Mumbai, Maharashtra","['Manyavar', 'Usha', 'Lava Mobiles', 'Kanchipuram Saris', 'Zebronics', 'Havells']","['Clothing', 'Home Decor']",4.8,18.9,45.2,2447,3
347,S800,Seller S800,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Lava Mobiles', 'Zebronics']","['Bakeware', 'Kitchenware', 'Mobiles', 'Clothing']",4.2,18.8,15.2,3029,24
348,S561,Seller S561,"Delhi, NCR","['boAt', 'Prestige', 'Pigeon', 'Manyavar']",['Home Decor'],4.3,1.7,16.2,2248,4
349,S209,Seller S209,"Srinagar, J&K","['Manyavar', 'Mysore Silk Sarees']","['Handicrafts', 'Bakeware', 'Electronics', 'Appliances']",4.6,4.1,3.2,1725,6
350,S935,Seller S935,"Srinagar, J&K","['Manyavar', 'Kanchipuram Saris', 'Prestige', 'boAt', 'Bajaj']","['Electronics', 'Mobiles', 'Accessories']",4.8,6.9,4.7,3367,7
351,S757,Seller S757,"Delhi, NCR",['Prestige'],"['Ethnic Wear', 'Kitchenware', 'Handicrafts', 'Appliances']",4.4,13.3,7.9,1254,20
352,S865,Seller S865,"Bengaluru, Karnataka","['Zebronics', 'Mysore Silk Sarees', 'Kanchipuram Saris', 'Prestige']","['Appliances', 'Kitchenware', 'Clothing', 'Handicrafts', 'Mobiles']",4.3,5.2,3.0,2883,16
353,S724,Seller S724,"Delhi, NCR","['Usha', 'Flipkart (in-house)', 'Zebronics', 'Manyavar', 'Havells']","['Bakeware', 'Mobiles']",4.9,16.8,8.6,3780,7
354,S604,Seller S604,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Kanchipuram Saris']","['Accessories', 'Appliances', 'Home Decor', 'Electronics', 'Handicrafts']",4.5,5.5,43.0,2605,5
355,S650,Seller S650,"Mumbai, Maharashtra","['boAt', 'Bajaj', 'Usha', 'Havells', 'Zebronics', 'Flipkart (in-house)']","['Mobiles', 'Bakeware', 'Kitchenware', 'Appliances', 'Accessories']",4.9,8.6,29.9,1170,13
356,S343,Seller S343,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Bajaj', 'Prestige', 'Mysore Silk Sarees', 'Lava Mobiles']","['Clothing', 'Accessories', 'Electronics']",4.9,11.2,14.4,3075,18
357,S521,Seller S521,"Srinagar, J&K",['Kanchipuram Saris'],"['Electronics', 'Home Decor', 'Kitchenware', 'Appliances', 'Mobiles']",4.2,2.2,40.6,2392,13
358,S586,Seller S586,"Chennai, Tamil Nadu","['Zebronics', 'Mysore Silk Sarees', 'Bajaj']","['Appliances', 'Handicrafts', 'Bakeware']",4.8,22.6,38.0,4418,1
359,S621,Seller S621,"Srinagar, J&K",['boAt'],"['Home Decor', 'Mobiles', 'Kitchenware', 'Bakeware', 'Appliances']",4.5,16.9,39.3,3116,4
360,S312,Seller S312,"Chennai, Tamil Nadu",['Havells'],"['Bakeware', 'Clothing', 'Mobiles']",4.5,22.2,43.0,3506,15
361,S911,Seller S911,"Delhi, NCR","['Havells', 'Mysore Silk Sarees']","['Appliances', 'Kitchenware', 'Home Decor', 'Accessories', 'Mobiles']",4.4,11.0,38.0,3074,1
362,S504,Seller S504,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Havells', 'Bajaj']","['Electronics', 'Handicrafts']",4.1,8.8,47.9,1440,4
363,S609,Seller S609,"Delhi, NCR","['Bajaj', 'Flipkart (in-house)', 'Zebronics', 'Kanchipuram Saris', 'boAt']",['Bakeware'],4.2,13.8,7.8,3812,23
364,S554,Seller S554,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Manyavar', 'Flipkart (in-house)', 'boAt']","['Appliances', 'Kitchenware', 'Clothing']",4.2,15.5,43.0,2554,15
365,S239,Seller S239,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Prestige']","['Clothing', 'Handicrafts', 'Appliances', 'Bakeware']",4.5,6.9,15.5,1834,23
366,S265,Seller S265,"Bengaluru, Karnataka","['Bajaj', 'Prestige', 'Flipkart (in-house)']","['Handicrafts', 'Electronics', 'Clothing']",4.8,13.7,40.4,1481,8
367,S356,Seller S356,"Delhi, NCR","['Zebronics', 'Kanchipuram Saris', 'Havells', 'Flipkart (in-house)']","['Accessories', 'Ethnic Wear', 'Electronics', 'Appliances', 'Mobiles']",4.8,22.5,16.9,1156,17
368,S254,Seller S254,"Mumbai, Maharashtra",['Lava Mobiles'],"['Accessories', 'Appliances', 'Kitchenware', 'Clothing']",4.6,13.4,5.5,1466,19
369,S487,Seller S487,"Chennai, Tamil Nadu","['Manyavar', 'Pigeon', 'Mysore Silk Sarees', 'Lava Mobiles', 'Flipkart (in-house)', 'Bajaj']","['Clothing', 'Bakeware', 'Home Decor']",4.3,2.0,20.6,2876,22
370,S265,Seller S265,"Bengaluru, Karnataka","['Bajaj', 'boAt', 'Zebronics', 'Pigeon', 'Prestige']",['Kitchenware'],4.6,5.5,21.5,4327,16
371,S723,Seller S723,"Delhi, NCR","['Zebronics', 'Manyavar', 'Lava Mobiles', 'Bajaj', 'Prestige', 'Mysore Silk Sarees']","['Home Decor', 'Ethnic Wear', 'Handicrafts', 'Mobiles']",4.1,2.6,49.4,2639,12
372,S415,Seller S415,"Srinagar, J&K",['Kanchipuram Saris'],['Appliances'],5.0,4.4,39.1,4656,11
373,S590,Seller S590,"Bengaluru, Karnataka","['Lava Mobiles', 'Pigeon', 'Kanchipuram Saris', 'Prestige']","['Appliances', 'Handicrafts', 'Mobiles', 'Clothing', 'Accessories']",4.4,23.7,40.9,2711,7
374,S679,Seller S679,"Delhi, NCR","['boAt', 'Manyavar', 'Flipkart (in-house)', 'Lava Mobiles', 'Havells', 'Kanchipuram Saris']","['Ethnic Wear', 'Appliances', 'Electronics']",4.5,13.3,37.2,3623,22
375,S297,Seller S297,"Mumbai, Maharashtra","['Prestige', 'Havells', 'boAt', 'Zebronics']","['Kitchenware', 'Electronics', 'Clothing', 'Mobiles', 'Appliances']",4.9,15.6,19.9,4186,2
376,S107,Seller S107,"Srinagar, J&K","['Flipkart (in-house)', 'Kanchipuram Saris', 'Manyavar', 'Prestige']","['Appliances', 'Bakeware', 'Mobiles', 'Kitchenware']",4.1,9.0,10.4,3970,24
377,S684,Seller S684,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Havells', 'Manyavar', 'Zebronics']","['Appliances', 'Bakeware']",4.6,24.1,40.8,1685,12
378,S158,Seller S158,"Mumbai, Maharashtra","['Zebronics', 'Bajaj', 'Pigeon']","['Handicrafts', 'Ethnic Wear', 'Electronics']",4.2,14.2,41.7,2428,8
379,S342,Seller S342,"Chennai, Tamil Nadu","['Havells', 'Zebronics', 'Pigeon', 'Kanchipuram Saris']","['Mobiles', 'Kitchenware']",4.4,15.5,11.5,2961,20
380,S167,Seller S167,"Srinagar, J&K","['Prestige', 'Flipkart (in-house)']","['Mobiles', 'Clothing', 'Handicrafts']",4.7,18.7,8.5,2685,2
381,S394,Seller S394,"Mumbai, Maharashtra","['Bajaj', 'Kanchipuram Saris', 'Prestige', 'Zebronics']","['Handicrafts', 'Home Decor', 'Electronics']",4.2,4.9,42.0,1603,19
382,S905,Seller S905,"Srinagar, J&K","['Prestige', 'Bajaj', 'boAt']","['Electronics', 'Mobiles']",4.4,21.0,48.2,2630,3
383,S504,Seller S504,"Mumbai, Maharashtra","['Havells', 'Pigeon', 'Kanchipuram Saris']","['Home Decor', 'Appliances']",4.6,23.9,16.3,3569,9
384,S400,Seller S400,"Delhi, NCR","['Usha', 'Manyavar', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Lava Mobiles']","['Appliances', 'Bakeware', 'Handicrafts']",4.8,11.1,49.4,4487,2
385,S928,Seller S928,"Delhi, NCR","['boAt', 'Kanchipuram Saris']",['Appliances'],4.7,17.4,31.4,1950,2
386,S298,Seller S298,"Chennai, Tamil Nadu","['Havells', 'boAt', 'Kanchipuram Saris', 'Mysore Silk Sarees', 'Prestige', 'Manyavar']","['Accessories', 'Ethnic Wear', 'Electronics', 'Mobiles']",4.3,12.7,6.3,2817,11
387,S447,Seller S447,"Chennai, Tamil Nadu",['Havells'],['Accessories'],4.9,9.4,29.9,2681,22
388,S807,Seller S807,"Chennai, Tamil Nadu","['Havells', 'Manyavar', 'Lava Mobiles', 'Usha']","['Mobiles', 'Kitchenware']",4.9,7.3,1.3,3407,17
389,S147,Seller S147,"Chennai, Tamil Nadu","['Manyavar', 'Mysore Silk Sarees']","['Ethnic Wear', 'Bakeware', 'Home Decor']",4.4,9.0,15.9,2959,15
390,S149,Seller S149,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Zebronics']",['Accessories'],4.9,22.3,7.8,3954,5
391,S484,Seller S484,"Mumbai, Maharashtra","['Flipkart (in-house)', 'boAt', 'Prestige', 'Usha']","['Clothing', 'Electronics']",4.6,21.5,23.5,3218,3
392,S898,Seller S898,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Manyavar', 'Pigeon', 'Kanchipuram Saris', 'Mysore Silk Sarees', 'Usha']","['Kitchenware', 'Accessories', 'Electronics']",4.0,19.9,17.1,3858,14
393,S517,Seller S517,"Delhi, NCR","['Flipkart (in-house)', 'Bajaj', 'boAt']","['Appliances', 'Clothing', 'Mobiles', 'Home Decor']",4.7,19.5,43.7,3148,1
394,S405,Seller S405,"Chennai, Tamil Nadu","['boAt', 'Prestige', 'Lava Mobiles', 'Flipkart (in-house)']","['Ethnic Wear', 'Home Decor', 'Handicrafts', 'Appliances']",4.7,18.5,20.0,4174,16
395,S371,Seller S371,"Delhi, NCR","['Lava Mobiles', 'Havells', 'boAt', 'Bajaj', 'Kanchipuram Saris', 'Prestige']","['Ethnic Wear', 'Mobiles', 'Kitchenware', 'Electronics']",4.9,16.2,44.4,3911,13
396,S282,Seller S282,"Mumbai, Maharashtra","['Lava Mobiles', 'Flipkart (in-house)', 'Pigeon', 'Mysore Silk Sarees', 'Bajaj', 'boAt']","['Bakeware', 'Kitchenware']",5.0,3.0,46.1,1670,13
397,S774,Seller S774,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Havells']","['Ethnic Wear', 'Clothing', 'Home Decor']",4.7,3.6,2.6,1739,23
398,S669,Seller S669,"Bengaluru, Karnataka",['Usha'],"['Ethnic Wear', 'Home Decor', 'Kitchenware', 'Clothing']",4.4,7.1,41.2,1159,4
399,S614,Seller S614,"Srinagar, J&K","['Zebronics', 'Flipkart (in-house)', 'Prestige', 'boAt']",['Home Decor'],4.7,12.3,39.7,4643,24
400,S126,Seller S126,"Srinagar, J&K","['Prestige', 'Lava Mobiles', 'Mysore Silk Sarees', 'Bajaj', 'Usha', 'Kanchipuram Saris']","['Mobiles', 'Appliances', 'Electronics']",4.1,14.0,1.9,3934,13
401,S371,Seller S371,"Chennai, Tamil Nadu","['Havells', 'Usha']",['Electronics'],4.5,9.7,2.6,4836,9
402,S358,Seller S358,"Srinagar, J&K","['Mysore Silk Sarees', 'Bajaj', 'Lava Mobiles', 'Havells']","['Accessories', 'Bakeware', 'Handicrafts', 'Mobiles', 'Electronics']",4.9,12.2,22.9,2711,13
403,S833,Seller S833,"Delhi, NCR","['Prestige', 'Kanchipuram Saris', 'boAt']","['Bakeware', 'Electronics', 'Home Decor']",4.7,1.1,11.4,4531,12
404,S527,Seller S527,"Bengaluru, Karnataka","['Pigeon', 'boAt', 'Kanchipuram Saris', 'Prestige', 'Zebronics', 'Manyavar']",['Accessories'],4.9,11.9,19.3,4438,19
405,S380,Seller S380,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Usha', 'Manyavar', 'boAt']","['Ethnic Wear', 'Electronics', 'Mobiles', 'Handicrafts', 'Clothing']",4.9,5.1,34.8,4329,6
406,S398,Seller S398,"Srinagar, J&K","['Zebronics', 'Havells', 'Lava Mobiles', 'Pigeon', 'Manyavar']","['Home Decor', 'Electronics', 'Handicrafts']",4.6,19.3,18.9,2781,8
407,S901,Seller S901,"Delhi, NCR","['Flipkart (in-house)', 'Usha', 'Mysore Silk Sarees', 'Prestige', 'Lava Mobiles', 'Manyavar']",['Home Decor'],4.1,22.9,41.5,4384,15
408,S740,Seller S740,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Zebronics', 'Havells', 'Usha', 'Manyavar']",['Mobiles'],4.5,19.2,10.9,2786,13
409,S983,Seller S983,"Mumbai, Maharashtra",['Manyavar'],"['Electronics', 'Kitchenware', 'Accessories']",4.2,3.8,46.8,3378,2
410,S672,Seller S672,"Delhi, NCR","['Mysore Silk Sarees', 'Pigeon', 'Zebronics', 'Havells', 'Kanchipuram Saris', 'Prestige']","['Accessories', 'Appliances']",4.3,22.1,5.4,4543,21
411,S552,Seller S552,"Chennai, Tamil Nadu",['Flipkart (in-house)'],"['Mobiles', 'Home Decor', 'Appliances', 'Ethnic Wear', 'Handicrafts']",4.5,9.2,44.5,1637,23
412,S848,Seller S848,"Mumbai, Maharashtra","['Flipkart (in-house)', 'Bajaj', 'Mysore Silk Sarees', 'boAt', 'Usha', 'Manyavar']","['Bakeware', 'Home Decor', 'Clothing', 'Mobiles']",4.6,24.9,27.5,4955,6
413,S337,Seller S337,"Chennai, Tamil Nadu","['Usha', 'boAt', 'Mysore Silk Sarees', 'Zebronics', 'Prestige', 'Flipkart (in-house)']","['Bakeware', 'Ethnic Wear', 'Mobiles', 'Clothing']",4.7,19.8,48.2,4637,9
414,S677,Seller S677,"Mumbai, Maharashtra",['Mysore Silk Sarees'],"['Mobiles', 'Ethnic Wear']",4.7,5.9,43.7,1482,17
415,S604,Seller S604,"Mumbai, Maharashtra","['Prestige', 'boAt']","['Accessories', 'Electronics', 'Ethnic Wear', 'Home Decor']",4.8,15.9,22.1,1175,2
416,S741,Seller S741,"Mumbai, Maharashtra",['Manyavar'],"['Home Decor', 'Electronics']",4.0,5.4,10.9,2334,22
417,S111,Seller S111,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Flipkart (in-house)']",['Handicrafts'],4.6,6.0,5.0,3323,9
418,S912,Seller S912,"Delhi, NCR",['Bajaj'],"['Appliances', 'Home Decor', 'Ethnic Wear']",4.1,20.8,41.3,3243,6
419,S450,Seller S450,"Mumbai, Maharashtra","['Kanchipuram Saris', 'Pigeon', 'Flipkart (in-house)', 'Lava Mobiles', 'Manyavar', 'Havells']","['Accessories', 'Handicrafts', 'Bakeware', 'Clothing', 'Kitchenware']",4.0,13.9,45.9,1156,2
420,S211,Seller S211,"Chennai, Tamil Nadu","['Zebronics', 'Prestige', 'Flipkart (in-house)', 'Pigeon', 'Havells']",['Mobiles'],4.0,15.1,34.6,4991,23
421,S232,Seller S232,"Mumbai, Maharashtra","['Havells', 'Usha']","['Ethnic Wear', 'Clothing']",4.8,19.4,25.7,4350,11
422,S415,Seller S415,"Mumbai, Maharashtra","['Kanchipuram Saris', 'Mysore Silk Sarees', 'Prestige', 'Zebronics']","['Accessories', 'Appliances']",5.0,8.7,49.3,4223,20
423,S385,Seller S385,"Bengaluru, Karnataka","['Bajaj', 'Havells', 'Usha', 'Mysore Silk Sarees']",['Bakeware'],4.0,23.0,21.4,3092,22
424,S111,Seller S111,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Kanchipuram Saris', 'Prestige', 'Lava Mobiles', 'Zebronics', 'Usha']","['Bakeware', 'Home Decor', 'Handicrafts']",4.3,14.7,25.7,3780,3
425,S578,Seller S578,"Delhi, NCR","['Kanchipuram Saris', 'Pigeon']","['Clothing', 'Ethnic Wear', 'Appliances']",4.0,5.7,19.9,3408,18
426,S115,Seller S115,"Srinagar, J&K","['Zebronics', 'Flipkart (in-house)', 'Prestige', 'Manyavar']","['Kitchenware', 'Clothing']",4.4,20.5,35.1,2901,13
427,S981,Seller S981,"Delhi, NCR","['Zebronics', 'Usha', 'Prestige', 'Lava Mobiles', 'Havells']",['Mobiles'],4.4,9.2,45.6,1197,15
